"Code","Year","Estimate","Low","High"
"COD",2007,449.99529,367.12476,545.91601
"AZE",2010,0.23767,0.23767,0.23767
"MRT",2017,72.78656,26.11177,148.52086
"KOR",2002,0.54335,0.54335,0.54335
"MLI",2009,364.78537,252.9896,503.64987
"BLZ",2003,7.27441,7.27441,7.27441
"SDN",2010,31.18187,23.14678,41.15114
"GHA",2004,336.11331,256.365,434.38548
"SUR",2001,222.68452,222.68452,222.68452
"SSD",2022,257.79515,162.1333,391.25128
"DOM",2015,0.13414,0.115,0.15502
"GUY",2005,71.73347,58.8279,85.84847
"BOL",2011,2.06177,1.6115,2.5344
"ZMB",2011,178.57547,140.27189,224.41094
"ARM",2012,0,0,0
"SYR",2008,0,0,0
"BTN",2020,0.03861,0.03861,0.03861
"SAU",2015,0.02582,0.02582,0.02582
"NIC",2023,1.41637,1.17839,1.67218
"EUR",2018,0,0,0
"GTM",2008,0.80048,0.7136,0.92938
"CMR",2015,273.44093,195.35688,371.74135
"RWA",2007,88.01727,52.88472,130.73826
"TKM",2007,0,0,0
"AZE",2019,0,0,0
"TLS",2015,0.09705,0.08205,0.11381
"BTN",2011,0.36957,0.36957,0.36957
"UZB",2010,0.10569,0.10569,0.10569
"MAR",2018,0,0,0
"WPR",2000,4.0819,2.52,5.96367
"CHN",2018,0,0,0
"MLI",2003,412.35612,275.30981,589.1352
"EMR",2018,10.96631,8.14975,15.54204
"ETH",2022,59.88727,33.21669,89.77592
"HTI",2006,9.86112,5.78008,15.56172
"NER",2005,310.49293,195.40408,468.38343
"THA",2014,3.09346,NA,NA
"CRI",2000,1.36336,1.36336,1.36336
"GNQ",2011,289.65523,204.91629,397.21418
"PAK",2013,6.65518,3.46579,12.89204
"SEAR",2010,15.87395,12.36405,21.25319
"SSD",2003,336.08339,237.30046,462.89649
"GAB",2018,225.81619,112.03303,412.64523
"COM",2011,37.20646,NA,NA
"BOL",2000,11.69108,8.57793,14.91524
"WPR",2012,2.33799,1.18094,4.1686
"SOM",2014,49.50144,33.71086,70.20365
"KEN",2008,65.87305,47.91232,88.19783
"TLS",2018,0,0,0
"ZAF",2014,2.10541,NA,NA
"SEN",2012,53.04236,36.91767,71.44704
"AMR",2008,5.28026,4.87574,5.76716
"STP",2020,8.89005,NA,NA
"TZA",2022,131.46553,98.23617,173.61665
"TUR",2015,0,0,0
"EGY",2019,0,0,0
"GHA",2021,216.42441,161.40086,286.66467
"KOR",2013,0.10927,0.10927,0.10927
"SDN",2012,31.48615,23.4955,41.43387
"MAR",2015,0,0,0
"ZWE",2003,102.58853,23.6304,256.35881
"ZWE",2005,102.58845,22.92301,253.02048
"STP",2012,66.24824,NA,NA
"STP",2016,10.98739,NA,NA
"COG",2017,236.38748,159.54872,336.76545
"ZAF",2021,0.48323,0.48323,0.48323
"GIN",2017,353.41067,246.86128,487.74974
"ZWE",2019,65.09225,39.30995,93.38505
"EGY",2010,0,0,0
"BTN",2013,0.02795,NA,NA
"SLV",2017,0,0,0
"EGY",2001,0,0,0
"VUT",2016,17.06446,12.13587,24.46671
"BLZ",2023,0,0,0
"BFA",2003,582.14312,467.05146,716.46869
"BFA",2006,511.16034,401.58469,640.88836
"SDN",2006,49.94605,31.55144,76.11801
"NPL",2006,0.64407,0.64407,0.64407
"AGO",2000,326.10794,212.14484,473.5383
"LBR",2009,354.5923,267.00798,464.52061
"GUF",2017,4.48342,3.97945,5.13794
"PAN",2014,0.3854,0.36584,0.40956
"NAM",2016,16.55472,13.13913,20.27005
"TJK",2012,0.01046,0.01046,0.01046
"UZB",2012,0,0,0
"TGO",2022,237.55492,171.38045,325.79419
"AFG",2021,6.25681,4.81782,7.93026
"PER",2000,13.18887,9.1163,18.98014
"IDN",2015,3.97019,3.57964,4.42323
"GTM",2007,1.74575,1.55769,2.02783
"GUF",2016,1.78564,1.58576,2.04549
"THA",2000,6.57064,6.57064,6.57064
"PAN",2007,0.58573,0.56402,0.62481
"SDN",2008,36.84426,26.37174,49.89331
"CPV",2016,0.36769,0.36769,0.36769
"GAB",2023,229.32301,123.53729,392.53762
"PER",2014,7.09621,5.80777,8.46784
"CPV",2017,3.17206,NA,NA
"ECU",2011,0.14035,0.14035,0.14035
"CMR",2003,436.30301,348.52414,538.68193
"EMR",2000,19.93512,15.58971,31.38769
"AMR",2005,10.05804,9.48523,10.73574
"PNG",2013,171.05526,94.10023,267.74329
"YEM",2008,33.40363,17.04853,74.58712
"NAM",2005,41.83478,21.95483,76.74325
"MEX",2023,0.01527,0.01527,0.01527
"TJK",2023,0,0,0
"DZA",2011,0.00046,0.00046,0.00046
"COG",2001,352.22703,241.66084,495.36979
"TJK",2022,0,0,0
"ETH",2001,214.96276,77.49932,408.69368
"ARM",2003,0.00954,0.00954,0.00954
"SAU",2005,0.48034,0.48034,0.48034
"SEAR",2022,2.34529,2.05517,3.45133
"IDN",2021,2.93266,2.69216,3.20883
"COM",2016,1.97778,NA,NA
"AGO",2019,243.1807,148.42274,374.9351
"SYR",2005,0,0,0
"NGA",2007,400.60955,324.0282,489.81634
"RWA",2014,202.3027,151.80489,254.84314
"GIN",2010,415.57044,333.56214,512.48646
"ARE",2016,0,0,0
"OMN",2019,0,0,0
"MLI",2018,377.17091,266.18714,535.85849
"SEN",2016,45.50388,31.09022,61.38713
"EGY",2014,0,0,0
"COG",2015,208.16348,137.4363,304.11443
"BFA",2022,356.26638,237.60154,514.81158
"MLI",2022,346.21958,243.89806,492.23915
"TUR",2012,0,0,0
"MAR",2007,0,0,0
"NGA",2016,284.82542,225.41075,353.73007
"SLE",2000,451.86455,293.30064,665.61582
"CPV",2015,0.05254,0.05254,0.05254
"ZWE",2020,94.29687,56.52211,135.06646
"AFG",2006,21.3056,11.24933,36.54535
"NPL",2018,0.06046,0.06046,0.06046
"SAU",2011,0.02465,0.02465,0.02465
"MDG",2011,37.0772,22.75039,54.63256
"VNM",2011,0.25478,0.25478,0.25478
"VUT",2018,4.79215,3.28124,6.9587
"KAZ",2017,0,0,0
"UGA",2006,421.0064,321.99281,541.23548
"NIC",2016,1.4482,1.20352,1.70656
"GHA",2003,363.88282,285.24535,458.37683
"GNQ",2007,355.54185,263.29722,470.26671
"CHN",2007,0.05285,0.05285,0.05285
"PNG",2002,208.61637,63.82631,381.27236
"TZA",2000,337.69922,269.28588,421.04796
"CPV",2006,0.62701,0.62701,0.62701
"ZWE",2001,102.58854,23.31273,254.01483
"MDG",2014,49.79905,34.73738,67.82778
"MMR",2010,35.28743,25.70156,49.35115
"KHM",2013,15.64197,13.53018,18.25728
"NAM",2003,44.392,18.80231,90.91677
"SLV",2000,0.62412,0.62412,0.62412
"TJK",2000,9.08198,9.08198,9.08198
"SLE",2006,407.23955,290.50761,561.79206
"SEAR",2021,2.68845,2.29722,3.42912
"BGD",2018,0.70346,0.62067,0.79368
"IND",2001,19.89829,15.71775,25.6661
"MYS",2004,6.09144,6.09144,6.09144
"GMB",2005,269.35635,197.94142,347.46672
"CAF",2005,451.05519,337.6342,591.6611
"PNG",2015,101.18976,66.02825,142.73479
"COL",2013,7.0806,5.38183,8.84249
"UZB",2002,2.9135,2.9135,2.9135
"COG",2002,329.96923,220.79936,474.21832
"KGZ",2002,0.68284,0.68284,0.68284
"PRK",2001,12.41807,12.41807,12.41807
"VUT",2022,8.62493,5.39537,13.45817
"RWA",2016,410.08146,302.79369,523.45376
"VEN",2020,15.6846,13.95902,18.20541
"GUY",2004,53.01029,43.46949,63.34983
"COG",2012,214.7813,141.26058,312.92088
"GHA",2002,392.99303,313.61434,487.92626
"BTN",2023,0,0,0
"MYS",2009,5.29338,5.29338,5.29338
"AGO",2009,194.69985,144.90206,257.51682
"ECU",2021,0.21705,0.21705,0.21705
"PRK",2019,0.18361,0.18361,0.18361
"HTI",2012,7.28558,4.45704,11.29302
"MAR",2001,0,0,0
"ZMB",2000,360.73629,286.06629,448.928
"SEN",2011,48.30952,33.82428,64.59393
"PRY",2015,0,0,0
"SLE",2003,436.58568,292.41156,633.02644
"HTI",2011,9.19862,5.59086,14.32251
"MOZ",2011,378.61424,309.06196,456.69246
"KAZ",2013,0,0,0
"TLS",2011,29.52421,23.79891,36.34714
"NPL",2004,0.64786,0.64786,0.64786
"MEX",2003,1.74931,1.74931,1.74931
"AZE",2005,1.22385,1.22385,1.22385
"EMR",2010,10.05389,7.60825,14.50758
"NER",2014,410.11742,262.89481,606.92918
"SOM",2000,131.17611,83.05983,198.09713
"VEN",2021,14.47874,12.88109,16.6211
"NIC",2018,3.57915,2.97244,4.22101
"BFA",2014,446.14248,358.4628,548.59896
"LKA",2019,0,0,0
"KAZ",2010,0,0,0
"STP",2017,10.81799,NA,NA
"NER",2020,330.78299,193.21232,537.72922
"ETH",2003,211.37063,86.03315,498.12513
"ZMB",2019,182.14207,119.44453,268.34732
"SEAR",2014,8.04764,6.357,10.80101
"SDN",2002,62.87216,39.55583,97.94447
"IDN",2000,5.28388,4.37491,6.48569
"DOM",2014,0.09961,0.08465,0.11528
"PRK",2013,1.45494,NA,NA
"LBR",2010,334.1177,248.07048,441.83683
"PAN",2000,0.54092,0.52059,0.57761
"NIC",2019,2.92992,2.43986,3.44837
"CIV",2012,374.75467,297.02173,471.20664
"RWA",2017,711.43831,519.73262,913.27419
"MDG",2012,70.78625,42.79337,110.49733
"BTN",2004,5.5463,5.5463,5.5463
"ZWE",2018,56.01437,34.84395,79.47555
"BOL",2001,5.62348,4.21849,7.10984
"UZB",2008,0.2546,0.2546,0.2546
"SSD",2020,287.8991,191.39603,416.58973
"MOZ",2006,421.15855,344.21882,510.28703
"ETH",2017,71.16516,33.35469,125.24914
"SOM",2015,57.94794,36.87634,87.29581
"CRI",2022,0.22827,0.22827,0.22827
"ECU",2006,1.23556,1.23556,1.23556
"DZA",2009,0,0,0
"CMR",2017,259.97272,189.60713,344.47875
"YEM",2018,41.34515,26.90527,62.04712
"LKA",2009,0.11123,0.11123,0.11123
"ARM",2023,0,0,0
"WPR",2015,1.67653,1.26363,2.1695
"PAK",2000,6.08482,2.37773,14.53809
"MOZ",2010,381.39599,309.48166,464.12221
"COD",2021,329.3893,250.38799,428.99907
"KGZ",2020,0,0,0
"RWA",2015,308.03748,229.01839,391.39056
"BWA",2014,1.44373,1.12221,1.93539
"AFR",2005,323.79473,297.90724,358.32618
"TZA",2019,114.39274,82.76312,155.30482
"PRK",2011,1.70818,NA,NA
"ETH",2023,109.2393,60.54031,163.30534
"DJI",2013,2.28018,NA,NA
"PAK",2018,3.16244,2.44911,4.42283
"KGZ",2012,0,0,0
"PAN",2011,0.15032,0.14467,0.16043
"PAN",2006,0.77434,0.74516,0.82476
"GUY",2019,32.25347,27.31207,37.66915
"EUR",2016,0,0,0
"OMN",2012,0,0,0
"GNB",2015,90.48754,39.24519,179.50143
"SLB",2014,56.98516,42.50431,75.1097
"THA",2004,2.14892,2.14892,2.14892
"GNQ",2017,291.24197,186.63112,436.39168
"SEN",2018,65.83048,45.83646,88.50728
"BWA",2007,1.01966,0.3875,2.49789
"COG",2006,285.99115,196.59515,401.35929
"CAF",2011,390.26348,268.56731,554.62669
"GNQ",2015,334.25498,222.77457,481.96887
"GEO",2013,0,0,0
"PAK",2010,7.38079,3.29848,15.51921
"CPV",2011,0.05264,0.05264,0.05264
"PHL",2015,0.45653,0.32507,0.60948
"IRN",2017,0.06566,0.06566,0.06566
"DJI",2007,3.07247,2.36801,3.77692
"GUY",2009,23.76964,19.23028,28.71214
"BOL",2005,6.42759,5.02438,7.89253
"KEN",2022,62.09361,33.24184,106.78458
"BRA",2006,15.41763,14.81122,16.44167
"BGD",2007,7.95901,4.88681,11.45658
"SEN",2014,39.03392,27.06391,52.33506
"AFR",2000,355.67565,329.5496,386.05975
"GMB",2011,238.87391,192.98825,289.14039
"KAZ",2012,0,0,0
"GEO",2006,1.47629,1.47629,1.47629
"GLOBAL",2016,57.92901,53.75338,62.7445
"PRY",2022,0,0,0
"KAZ",2018,0,0,0
"BOL",2014,2.23373,1.69958,2.81789
"TLS",2007,121.35451,86.07287,160.17909
"MMR",2000,34.40254,23.92337,50.75389
"ARE",2017,0,0,0
"PRY",2005,1.90179,1.90179,1.90179
"PRK",2022,0.20752,0.20752,0.20752
"SEN",2009,32.88483,22.47667,44.78424
"SLE",2005,413.60925,281.20049,589.14473
"THA",2008,2.22647,2.22647,2.22647
"SSD",2002,345.09443,241.69148,475.5
"SLE",2020,332.95769,210.31771,500.86135
"GNB",2006,78.13951,43.59967,129.47862
"ZWE",2015,94.11756,63.7035,128.2294
"BGD",2016,1.82456,1.65567,2.01901
"GMB",2019,44.76271,34.76204,55.78634
"MEX",2015,0.20142,0.20142,0.20142
"EUR",2019,0,0,0
"EGY",2020,0,0,0
"COM",2006,58.91,39.4905,79.18605
"ARM",2008,0,0,0
"ZAF",2004,2.73497,2.73497,2.73497
"DOM",2003,0.40087,0.32587,0.48052
"LKA",2023,0,0,0
"BDI",2001,403.00179,284.53709,553.98831
"EGY",2008,0,0,0
"IRN",2001,28.02882,28.02882,28.02882
"CMR",2021,262.36846,204.46869,333.37962
"DZA",2003,0.00265,0.00265,0.00265
"DZA",2002,0.00536,0.00536,0.00536
"DOM",2018,0.08688,0.07611,0.09867
"MWI",2007,346.3787,278.39023,428.06312
"PRY",2013,0,0,0
"SYR",2000,0.00036,0.00036,0.00036
"BEN",2011,381.41775,300.96423,479.04995
"SOM",2001,140.50312,89.47566,210.74712
"MYS",2010,4.53137,NA,NA
"MOZ",2004,465.29054,383.41107,560.44336
"NER",2016,389.32922,248.582,586.04958
"EUR",2002,0.67868,0.67868,0.67868
"LBR",2015,335.4313,256.56383,434.60407
"GIN",2009,394.67704,309.97484,497.32465
"AMR",2015,3.98802,3.69034,4.31539
"SYR",2012,0,0,0
"ZMB",2020,179.45412,115.04927,268.78484
"GAB",2009,196.07404,109.77135,327.48401
"LBR",2014,301.31107,204.12767,427.85753
"THA",2019,0.3004,0.3004,0.3004
"TLS",2010,93.52733,67.11592,123.83086
"SSD",2009,275.98448,225.3519,334.40623
"TCD",2013,208.41816,126.32963,318.09889
"KHM",2014,21.95272,18.90421,25.79626
"KEN",2014,71.61824,52.30612,96.02439
"KEN",2009,64.22789,47.15748,85.95034
"PRK",2010,1.38406,NA,NA
"GLOBAL",2000,79.0016,73.86075,85.44955
"PAK",2019,2.82272,2.23983,3.78127
"BGD",2014,3.89299,3.5117,4.31851
"BOL",2015,1.8641,1.45886,2.28516
"KAZ",2019,0,0,0
"KGZ",2006,0.07718,0.07718,0.07718
"KHM",2018,23.51742,20.30811,27.55949
"MOZ",2016,344.54484,278.96416,420.71946
"AMR",2019,6.00472,5.53864,6.59029
"ECU",2022,0.13345,0.13345,0.13345
"SDN",2021,69.19259,34.18892,122.8664
"BDI",2018,286.28833,207.30569,379.99417
"VEN",2014,7.01512,6.2529,8.06387
"MYS",2017,0.06568,0.06568,0.06568
"TUR",2002,2.34594,2.34594,2.34594
"AFG",2013,11.45327,5.86117,18.28055
"GUY",2022,32.22591,27.29773,37.41315
"IRQ",2004,0.04323,0.04323,0.04323
"LBR",2007,382.08893,281.638,506.64706
"EGY",2003,0,0,0
"VNM",2007,0.2659,0.2659,0.2659
"CIV",2014,259.06306,184.8747,350.52067
"MAR",2016,0,0,0
"SOM",2022,58.3048,35.45143,91.63346
"RWA",2000,183.30836,80.01228,363.69737
"PHL",2003,2.04349,1.54179,2.61425
"VNM",2023,0.00504,0.00504,0.00504
"BRA",2022,3.21253,3.08728,3.42653
"BGD",2019,1.19295,1.01802,1.38111
"PNG",2005,216.26645,70.49165,393.62338
"BWA",2006,3.86316,2.55637,6.29569
"SUR",2021,0.24106,0.24106,0.24106
"GMB",2007,254.15215,187.91485,327.87536
"EMR",2006,13.38451,10.34712,25.05533
"VEN",2023,9.52699,8.45238,10.99274
"CMR",2011,266.47154,203.51295,343.53771
"VUT",2012,34.38162,26.00389,47.0463
"RWA",2022,85.5723,66.43858,105.42636
"KGZ",2009,0.00024,0.00024,0.00024
"HND",2021,0.16447,NA,NA
"BWA",2008,1.90054,0.91353,3.80036
"LAO",2009,14.61504,10.05926,20.18848
"SEAR",2023,2.31596,1.96309,3.8921
"UGA",2023,258.39287,170.13183,406.03861
"PHL",2017,0.26431,0.18638,0.35603
"TCD",2006,241.51332,147.83538,373.20987
"VUT",2007,123.42956,68.88219,536.96809
"CMR",2000,392.43075,299.92549,505.95421
"BDI",2015,198.85287,140.5388,273.07864
"KGZ",2000,0.00179,0.00179,0.00179
"SSD",2006,298.19172,228.1046,383.87081
"BTN",2015,0.06204,0.06204,0.06204
"BOL",2020,3.07908,2.4064,3.78123
"BGD",2002,6.61675,2.86093,10.55261
"VNM",2000,1.30696,1.30696,1.30696
"EGY",2004,0,0,0
"SOM",2018,59.99119,37.64202,92.01258
"UZB",2000,5.08331,5.08331,5.08331
"IRQ",2009,0,0,0
"GNQ",2001,335.12973,224.3958,481.6712
"PAK",2012,8.09453,3.83631,16.52099
"TGO",2008,386.14282,277.72486,521.34367
"CAF",2021,311.39864,199.04474,469.02762
"PAN",2004,2.46296,2.37114,2.62778
"PNG",2004,269.94405,94.17514,481.29979
"IRN",2009,5.56599,5.56599,5.56599
"BWA",2016,0.66549,0.51431,0.96248
"TUR",2011,0,0,0
"LKA",2003,2.29033,2.29033,2.29033
"COG",2009,216.02586,144.81193,312.27932
"TJK",2015,0,0,0
"CPV",2001,0.89408,0.89408,0.89408
"SAU",2002,1.35998,1.35998,1.35998
"YEM",2002,97.49046,46.66736,448.07497
"AGO",2020,244.79967,147.34341,385.19931
"SLE",2017,368.54829,290.75231,459.34973
"MOZ",2015,353.60955,290.82415,424.77548
"BEN",2017,418.67916,337.37283,516.2826
"TUR",2001,2.51095,2.51095,2.51095
"PER",2022,2.71832,2.22858,3.23043
"SEN",2003,169.18125,67.68067,260.9623
"AFR",2009,290.93992,268.50191,319.75055
"BFA",2016,373.17197,276.76222,494.1937
"MLI",2002,405.09147,270.8275,588.6975
"SOM",2007,99.07061,73.47862,131.11636
"PNG",2010,141.3874,48.29067,248.54912
"GMB",2016,130.07358,98.56133,164.76484
"TZA",2023,128.41638,90.32322,177.30159
"ZWE",2013,78.26948,55.78802,102.4585
"DJI",2011,3.07166,2.36736,3.77737
"MRT",2013,27.11258,1.67323,64.92063
"BRA",2014,3.60928,3.46613,3.859
"ERI",2023,63.38799,40.60543,88.14299
"GEO",2011,0,0,0
"GNQ",2002,328.05903,221.61329,471.85569
"ZWE",2008,67.50863,12.48702,133.95633
"LAO",2007,14.49825,9.44315,21.28165
"MDG",2000,54.85399,5.33226,120.79556
"BFA",2019,356.48779,241.55954,512.90916
"KGZ",2014,0,0,0
"TGO",2013,368.00924,298.04387,451.56022
"KHM",2011,35.14044,30.593,40.71165
"BDI",2005,285.41751,213.23557,372.23216
"VEN",2018,31.85537,28.36272,36.65622
"CIV",2013,287.43449,214.50815,379.66135
"TJK",2016,0,0,0
"NAM",2012,3.13202,1.2801,5.39667
"MMR",2009,35.20144,26.08752,50.65313
"NGA",2018,291.07354,228.98336,367.06932
"NER",2017,367.77149,233.99286,552.94024
"MEX",2014,0.25833,0.25833,0.25833
"NPL",2022,0.00417,0.00417,0.00417
"COL",2004,21.46991,16.39337,26.72377
"KGZ",2008,0.00432,0.00432,0.00432
"CPV",2004,0.36105,0.36105,0.36105
"KHM",2022,1.43883,1.24008,1.68497
"ZAF",2018,1.63138,NA,NA
"TZA",2001,321.86334,256.26762,398.74298
"PAN",2019,0.65204,0.62772,0.69645
"BTN",2022,0,0,0
"BFA",2001,597.54155,477.06205,735.93226
"GLOBAL",2004,77.25146,71.16314,85.85909
"GAB",2019,225.86007,118.47001,395.76696
"ARG",2023,0,0,0
"PRY",2009,0.39184,0.39184,0.39184
"GTM",2021,0.09582,0.09582,0.09582
"AFR",2014,242.68878,224.19601,263.8607
"GMB",2012,256.46935,205.70471,312.89198
"ARM",2022,0,0,0
"STP",2002,337.41771,337.41771,337.41771
"IND",2019,3.00364,2.44058,3.76869
"BEN",2016,419.86474,336.47977,518.61036
"KHM",2005,40.6577,34.42541,48.40616
"PHL",2004,1.81933,1.32424,2.38291
"MYS",2015,0.19371,0.19371,0.19371
"MWI",2015,238.97821,184.53172,303.46953
"COL",2010,16.60041,12.59799,20.76567
"SLB",2002,618.21388,340.56857,999.50468
"PHL",2012,0.32974,0.23818,0.4282
"BOL",2021,2.48836,1.94622,3.05487
"PHL",2020,0.23194,0.16427,0.31008
"ZWE",2014,97.70572,72.39249,125.22013
"BLZ",2020,0,0,0
"AFR",2007,301.60378,277.61812,331.62707
"THA",2022,0.46009,0.46009,0.46009
"TLS",2020,0.00241,0.00241,0.00241
"DZA",2008,0.00147,0.00147,0.00147
"SEN",2006,121.6577,38.41201,215.21423
"NGA",2004,390.11697,309.70664,483.19672
"BFA",2009,568.59421,454.96231,697.21769
"ZMB",2001,379.02275,303.14281,469.2412
"EUR",2021,0,0,0
"NAM",2011,1.81493,1.23909,2.79052
"SAU",2018,0.01873,0.01873,0.01873
"STP",2015,10.26506,NA,NA
"DZA",2015,0,0,0
"UGA",2007,415.08257,321.25283,530.52605
"GIN",2014,388.78947,296.54762,500.56578
"SUR",2008,26.28826,26.28826,26.28826
"SEAR",2002,16.37437,13.14999,20.73575
"LKA",2000,47.33378,47.33378,47.33378
"BDI",2009,176.30181,120.73424,246.14799
"MLI",2014,429.54303,308.63511,595.35286
"DZA",2016,0,0,0
"NER",2002,327.86556,184.42984,535.74542
"AFR",2012,262.07982,242.29571,286.71085
"ERI",2011,25.57225,16.3886,35.78525
"KHM",2000,75.47314,46.39269,109.82785
"AFG",2002,83.78813,55.50927,127.60648
"CIV",2000,489.81785,393.98505,603.86277
"ARG",2000,2.36471,2.36471,2.36471
"SLV",2011,0.00566,0.00566,0.00566
"SLE",2016,382.22715,309.6415,467.9403
"MAR",2002,0.00065,0.00065,0.00065
"GMB",2001,301.45932,222.93451,390.50928
"DZA",2012,0.02487,0.02487,0.02487
"SUR",2023,0,0,0
"KHM",2012,24.45663,21.16253,28.38113
"AGO",2001,329.3176,216.28399,484.89412
"SYR",2003,0.00011,0.00011,0.00011
"EMR",2022,14.87481,11.49617,20.2163
"IND",2003,19.3578,15.10797,24.92256
"GMB",2013,204.1188,160.41439,252.94626
"ETH",2015,131.74211,49.51827,233.20034
"UGA",2001,508.33668,387.14781,648.95999
"GEO",2007,0.60491,0.60491,0.60491
"SDN",2001,81.59998,53.16414,119.51668
"BWA",2003,1.58162,0.63112,3.82665
"GHA",2008,315.20569,246.51455,395.63653
"ECU",2019,0.18348,0.18348,0.18348
"GIN",2023,307.78398,188.51043,471.55831
"AZE",2003,2.48432,2.48432,2.48432
"ZWE",2004,102.58852,21.98361,251.44679
"IND",2009,18.07024,12.85557,26.12548
"ARM",2019,0,0,0
"GIN",2001,426.3938,319.46304,568.1301
"SLB",2015,62.89059,52.01573,77.52701
"MOZ",2017,332.62363,267.37835,406.82466
"SYR",2018,0,0,0
"UGA",2008,417.55437,330.16325,520.05504
"COG",2014,210.13951,137.49349,307.64003
"SEAR",2016,5.99248,4.92576,7.77368
"GUF",2001,48.8396,42.81241,58.25576
"WPR",2009,3.14203,1.7881,4.80268
"LBR",2019,318.82103,190.67072,501.83108
"COL",2007,18.09373,13.88529,22.52087
"BGD",2010,4.2253,3.59821,4.90379
"TUR",2016,0,0,0
"CRI",2017,0.00698,0.00698,0.00698
"OMN",2021,0,0,0
"NGA",2002,381.74663,296.16447,485.33664
"TUR",2004,1.18918,1.18918,1.18918
"DZA",2007,0.01295,0.01295,0.01295
"ARM",2016,0,0,0
"GNQ",2009,302.07287,215.74709,415.8795
"SUR",2012,6.84717,NA,NA
"BTN",2005,3.72616,3.72616,3.72616
"BRA",2005,17.55792,16.63613,18.8556
"COM",2018,19.68144,NA,NA
"MRT",2019,41.19719,14.85351,79.48558
"SYR",2002,0.00086,0.00086,0.00086
"MRT",2008,65.36836,15.79969,129.05359
"IRQ",2002,0.28159,0.28159,0.28159
"BFA",2010,568.36919,457.42006,696.09147
"ERI",2000,18.99885,6.20507,39.21352
"EUR",2023,0,0,0
"NGA",2013,297.82649,239.59653,366.28513
"MWI",2006,355.85027,285.11406,437.57938
"EMR",2009,8.27777,6.38894,12.10351
"SEN",2008,52.18426,32.83234,75.72573
"IDN",2022,4.14421,3.81864,4.54429
"MAR",2004,3e-05,NA,NA
"DOM",2005,0.97415,0.79467,1.16309
"GNB",2002,255.23634,146.07006,416.45252
"GHA",2017,223.76312,170.3242,286.6306
"ZMB",2004,298.48147,227.43695,385.59021
"ERI",2001,23.555,8.12809,46.7879
"DOM",2013,0.10917,0.08887,0.13054
"CPV",2023,0,0,0
"MOZ",2002,504.39532,416.65491,606.95644
"TKM",2017,0,0,0
"TCD",2011,228.35021,175.24024,292.97526
"AMR",2001,10.87695,9.80307,11.99833
"CHN",2015,7e-05,NA,NA
"CHN",2022,0,0,0
"PAK",2009,5.31515,2.29,11.9056
"NPL",2001,0.88283,0.88283,0.88283
"ECU",2003,6.87047,6.87047,6.87047
"CHN",2009,0.01654,0.01654,0.01654
"COM",2002,63.81022,42.77691,85.77389
"LBR",2021,225.6087,148.14323,334.00478
"YEM",2003,86.05801,36.27142,398.60746
"RWA",2020,213.11647,165.97738,262.14681
"ARM",2020,0,0,0
"VNM",2016,0.06006,0.06006,0.06006
"KHM",2003,50.07384,39.06847,63.20376
"CAF",2000,430.36681,307.20944,582.42184
"LAO",2006,15.78057,9.8676,23.79612
"UZB",2003,2.87815,2.87815,2.87815
"PAN",2017,0.29168,0.27602,0.31171
"AGO",2013,158.53406,120.46559,206.34167
"PNG",2006,219.58247,79.81958,395.84712
"OMN",2018,0,0,0
"IRQ",2012,0,0,0
"RWA",2005,152.04492,33.81899,255.1879
"HTI",2019,1.78429,1.18066,2.40385
"UZB",2019,0,0,0
"THA",2015,1.30698,NA,NA
"ZMB",2013,227.35357,176.51449,287.59483
"GTM",2000,7.21072,6.31124,8.61325
"CPV",2005,0.53913,0.53913,0.53913
"MAR",2008,0,0,0
"BOL",2013,2.25034,1.71613,2.8316
"THA",2012,3.55907,NA,NA
"SYR",2001,0.00369,0.00369,0.00369
"GMB",2015,202.50534,155.12393,254.42014
"COL",2015,8.15883,6.05864,10.47432
"PAN",2010,0.18099,0.17399,0.1925
"EMR",2011,10.10637,7.58309,14.42674
"GMB",2002,293.32203,217.50259,379.81078
"TZA",2018,110.64608,81.93889,145.74585
"GUY",2015,23.7618,17.81538,32.5589
"TKM",2009,0,0,0
"WPR",2016,1.96661,1.43603,2.57746
"VEN",2005,3.95575,3.51551,4.63325
"IRN",2011,2.03925,NA,NA
"MMR",2003,34.40252,23.93264,50.68857
"SUR",2013,6.24673,NA,NA
"KHM",2008,21.4938,16.25595,29.00804
"SEN",2013,58.98453,40.84084,79.28014
"AFG",2014,12.60514,8.72674,17.51594
"EMR",2004,13.571,10.87599,22.70626
"AMR",2002,9.76716,8.89734,10.71442
"ARM",2001,0.02561,0.02561,0.02561
"BOL",2002,4.89571,3.75969,6.08992
"PRY",2018,0,0,0
"SAU",2013,0.01131,0.01131,0.01131
"LAO",2004,13.40685,9.15432,18.6935
"EGY",2015,0,0,0
"MEX",2009,1.1384,1.1384,1.1384
"GMB",2020,83.83123,59.19383,119.94501
"MWI",2019,201.68632,125.08982,308.74225
"VEN",2019,32.26404,28.71667,37.25243
"PRK",2007,0.49766,0.49766,0.49766
"TKM",2019,0,0,0
"PRK",2004,1.66915,1.66915,1.66915
"BWA",2015,0.31149,0.24098,0.41762
"KOR",2009,0.26425,0.26425,0.26425
"KOR",2018,0.13859,0.13859,0.13859
"ARG",2014,0,0,0
"MMR",2018,2.38638,1.93219,2.86983
"AFG",2003,70.81401,46.16022,109.1417
