"Code","Year","Estimate","Low","High"
"ETH",2003,44.03639,12.66761,99.87704
"GLOBAL",2017,14.31412,13.43035,15.888
"COM",2016,0.40445,0.13482,0.67409
"COL",2007,0.71041,0.71041,0.71041
"MDG",2014,12.30802,5.07564,22.21752
"TJK",2005,0,0,0
"YEM",2023,9.75802,3.85735,19.05475
"GNQ",2011,49.44296,44.53088,55.48241
"SWZ",2016,0.93208,0.93208,0.93208
"ARG",2022,0,0,0
"MRT",2006,19.8098,19.14615,20.53981
"GUF",2006,4.28354,4.28354,4.28354
"UZB",2006,0,0,0
"NPL",2022,0,0,0
"TUR",2012,0,0,0
"CMR",2002,119.89423,112.25061,127.96407
"ZAF",2011,1.01896,NA,NA
"CPV",2020,0,0,0
"NIC",2023,0,0,0
"EUR",2011,0,0,0
"SAU",2008,0,0,0
"NAM",2021,0.62756,0.62756,0.62756
"IDN",2004,0.59975,0.31414,0.90424
"PAK",2014,0.34418,0.1391,0.71684
"NER",2017,149.18281,133.74109,167.37242
"PAN",2006,0.04422,0.04422,0.04422
"GTM",2007,0.02911,0.02911,0.02911
"BEN",2022,79.52324,59.83484,105.21476
"ERI",2001,5.7524,5.7524,5.7524
"LBR",2015,73.46391,66.96097,81.23309
"IND",2019,0.4169,0.2051,0.67024
"AGO",2005,107.13716,93.72687,123.18596
"LKA",2012,0,0,0
"COL",2011,0.22954,NA,NA
"UZB",2008,0,0,0
"GNB",2000,165.62191,152.74471,180.28087
"BOL",2023,0.12602,0.05401,0.23403
"SDN",2016,10.97191,4.16379,21.42062
"AGO",2002,125.18108,112.16709,140.99982
"SEAR",2022,0.3617,0.22559,0.53571
"TKM",2007,0,0,0
"IRQ",2006,0,0,0
"SYR",2016,0,0,0
"PRK",2012,0,0,0
"PHL",2000,1.15983,1.15983,1.15983
"LKA",2016,0,0,0
"PNG",2001,53.67958,14.6279,116.99661
"UZB",2020,0,0,0
"DJI",2007,0.7624,0.30496,1.37232
"MEX",2000,0,0,0
"COM",2019,5.72098,2.54266,8.77218
"TJK",2022,0,0,0
"MLI",2020,75.01208,58.39583,97.16409
"SSD",2016,68.24497,44.25628,104.60659
"MWI",2006,85.34931,81.49287,89.43305
"LBR",2017,90.39119,79.5228,104.31232
"KOR",2007,0.02965,0.02965,0.02965
"PRY",2019,0,0,0
"LBR",2014,72.19081,66.49442,78.91693
"PNG",2016,28.65522,11.88388,51.66476
"SOM",2017,13.97099,5.18884,27.8223
"OMN",2019,0,0,0
"BDI",2023,46.03545,37.2694,60.96666
"EMR",2010,1.93806,1.23731,3.02294
"CIV",2015,38.2907,35.4586,41.41194
"TKM",2013,0,0,0
"RWA",2022,24.25458,22.621,27.30197
"PNG",2018,27.36704,11.38963,50.04038
"RWA",2004,41.84037,40.42263,43.33751
"SOM",2009,9.56426,4.10494,16.82941
"GUY",2021,3.31093,1.59415,5.15033
"IRN",2022,0,0,0
"EMR",2011,1.7201,1.12694,2.52914
"TCD",2019,80.5574,65.66255,99.4333
"LKA",2014,0,0,0
"STP",2013,5.69514,NA,NA
"SDN",2008,9.0263,3.83647,15.81624
"BWA",2006,3.21863,3.21863,3.21863
"SLE",2012,194.86863,180.56565,210.22526
"BTN",2002,2.38063,2.38063,2.38063
"ARE",2022,0,0,0
"NGA",2008,140.17575,130.56376,150.17166
"EGY",2020,0,0,0
"NPL",2001,0.04141,0,0.05521
"GNQ",2004,61.11682,57.00532,66.11728
"ARE",2018,0,0,0
"BWA",2021,0.31405,0.31405,0.31405
"SYR",2008,0,0,0
"VEN",2001,0.22418,0.22418,0.22418
"SOM",2015,14.18849,5.67829,26.49388
"MYS",2009,2.04446,2.04446,2.04446
"SEN",2017,13.32472,5.43457,24.03231
"BTN",2015,0,0,0
"PNG",2000,56.74488,15.17005,125.05456
"YEM",2012,12.00478,4.98879,23.3212
"LKA",2005,0,0,0
"MOZ",2002,214.21709,199.24742,230.77972
"IND",2006,2.53865,1.20123,4.3671
"KEN",2017,21.67578,21.21031,22.19816
"ZMB",2005,64.12762,61.39697,66.93507
"ZWE",2019,16.65684,6.17875,32.21681
"SLE",2017,121.4343,108.574,136.01563
"CPV",2012,0,0,0
"DJI",2019,11.88079,5.75667,17.75994
"PER",2018,0.38314,0.19157,0.59865
"TLS",2007,23.91264,10.68662,40.95039
"ZAF",2013,1.92031,NA,NA
"MAR",2010,0,0,0
"BLZ",2022,0,0,0
"CPV",2003,3.24995,3.24995,3.24995
"EUR",2005,0,0,0
"GUF",2022,0,0,0
"EGY",2023,0,0,0
"IRN",2002,0.28802,0.28802,0.28802
"GNQ",2007,56.75435,52.31438,61.86996
"ZAF",2009,0.86993,0.86993,0.86993
"SDN",2002,15.40608,6.04534,29.69005
"BLZ",2009,0,0,0
"LAO",2022,0.07627,0,0.1017
"LKA",2010,0,0,0
"SWZ",2014,1.25722,NA,NA
"SEAR",2001,2.60851,1.4832,3.94355
"CIV",2023,34.56048,29.52609,40.79812
"MYS",2000,3.80968,3.80968,3.80968
"SEN",2005,31.08904,30.38591,31.82777
"MDG",2016,15.66286,6.52875,27.63999
"NER",2003,142.55703,133.71901,151.88735
"NPL",2000,0.04208,0.01403,0.08417
"MWI",2013,51.80111,49.15908,54.72776
"UZB",2019,0,0,0
"ARE",2015,0,0,0
"NAM",2003,72.66821,72.66821,72.66821
"PER",2009,0.27314,0.13216,0.43174
"ZAF",2004,1.79623,1.79623,1.79623
"NPL",2003,0.08042,0.02681,0.10723
"BFA",2003,318.02712,296.62435,340.75992
"UGA",2023,32.77048,28.26132,39.59591
"SLB",2017,20.18226,9.72284,34.91384
"LKA",2011,0,0,0
"COG",2007,48.23599,45.82419,50.89902
"IRN",2020,0,0,0
"UGA",2007,88.83964,84.35103,93.60806
"ZAF",2008,0.84125,0.84125,0.84125
"MRT",2000,26.51676,25.44538,27.77947
"MLI",2023,59.75398,47.06525,76.94866
"GUY",2003,6.94535,3.40715,11.13876
"SWZ",2000,28.46414,28.46414,28.46414
"TKM",2011,0,0,0
"COL",2003,1.30198,1.30198,1.30198
"SLV",2022,0,0,0
"PAK",2004,0.38184,0.15796,0.8688
"STP",2006,15.69688,15.69688,15.69688
"EGY",2009,0,0,0
"AMR",2011,0.33534,0.23013,0.48949
"IRN",2019,0,0,0
"SEAR",2002,2.45556,1.40037,3.74967
"MDG",2020,35.50859,14.5401,65.06308
"GMB",2001,31.37101,30.30078,32.57501
"PRY",2015,0,0,0
"BDI",2015,49.2144,43.72903,56.50106
"SDN",2009,8.08525,3.54652,13.9258
"BFA",2021,76.07554,56.18942,106.70512
"UGA",2008,88.18073,83.56368,93.03673
"YEM",2010,16.64324,6.24267,38.26333
"CPV",2019,0,0,0
"PRK",2009,0,0,0
"ZMB",2011,46.17049,44.62593,47.96439
"BWA",2014,1.52776,NA,NA
"ARG",2011,0,0,0
"ZMB",2015,48.87467,46.38063,51.58214
"NAM",2014,3.32378,NA,NA
"VNM",2011,0.04601,0.02147,0.06748
"SLV",2018,0,0,0
"KEN",2013,22.88894,22.36434,23.45355
"GEO",2003,0,0,0
"PRK",2020,0,0,0
"BRA",2017,0.08182,0.08182,0.08182
"AFR",2019,55.56302,51.41777,63.85148
"ERI",2003,4.49095,1.40342,9.66357
"PAK",2015,0.35811,0.14231,0.83889
"CMR",2013,57.10581,53.27901,61.31107
"SEN",2010,15.45656,6.3235,27.89007
"BEN",2019,84.32629,74.14302,95.83747
"NIC",2004,0.02155,0.02155,0.02155
"BDI",2000,182.42114,168.31028,197.86118
"GMB",2005,28.19374,27.29394,29.21351
"TCD",2023,71.73615,54.5492,99.08677
"MEX",2021,0,0,0
"TGO",2017,47.883,42.98052,53.44329
"SAU",2020,0,0,0
"GLOBAL",2008,20.76136,19.64311,21.68171
"TKM",2000,0,0,0
"PRY",2003,0,0,0
"ERI",2013,2.86238,1.17098,5.23686
"GHA",2013,57.02874,54.77213,59.70162
"CPV",2022,0,0,0
"KHM",2013,2.1405,1.09342,3.31731
"YEM",2014,7.76155,3.27424,14.48994
"NGA",2016,87.91637,75.66422,103.80589
"TUR",2010,0,0,0
"UGA",2021,37.98224,30.3718,50.3171
"COL",2012,0.23713,0.23713,0.23713
"GUF",2003,4.88248,4.88248,4.88248
"BDI",2009,52.24838,48.9626,55.92533
"CMR",2003,123.48131,115.51737,132.00836
"TUR",2016,0,0,0
"GHA",2009,66.30424,63.8588,69.03926
"NER",2000,201.60509,188.98957,215.13311
"NIC",2011,0.01953,0.01953,0.01953
"IND",2017,0.87252,0.41804,1.44869
"HTI",2014,0.90638,0.35608,1.67248
"NGA",2015,88.66121,77.62234,102.50178
"STP",2021,0.45053,0.45053,0.45053
"LKA",2021,0,0,0
"BDI",2020,57.7711,43.10818,83.00682
"AMR",2014,0.24206,0.18105,0.3156
"PAN",2020,0,0,0
"SYR",2021,0,0,0
"LBR",2020,89.87345,65.3272,127.79973
"GNQ",2018,46.5225,39.46989,57.53448
"SSD",2014,62.16249,43.93363,87.21862
"EGY",2001,0,0,0
"TLS",2016,0,0,0
"STP",2023,0,0,0
"PHL",2007,0.41242,0.17026,0.73781
"TLS",2005,34.08473,14.46359,60.09676
"AFR",2000,142.63592,135.96136,145.52552
"ZWE",2021,7.04228,2.62056,13.43339
"GAB",2004,17.79675,17.02298,18.85189
"STP",2017,0.48316,0.48316,0.48316
"BOL",2000,0.61469,0.28173,1.05009
"GHA",2015,46.20842,44.3789,48.36551
"IRQ",2015,0,0,0
"VEN",2016,1.69669,0.8776,2.57429
"GAB",2019,18.52093,16.13967,22.31331
"ARG",2001,0,0,0
"PAN",2003,0.18716,0.18716,0.18716
"NGA",2022,84.1099,62.99021,116.97429
"THA",2014,0.28519,0.28519,0.28519
"OMN",2008,0,0,0
"CMR",2021,48.15395,39.80196,59.68251
"DJI",2004,0.64565,0.16141,1.45272
"BWA",2009,0.45462,0.45462,0.45462
"EUR",2017,0,0,0
"SDN",2011,7.59806,3.28991,13.0684
"TZA",2015,44.68199,43.11339,46.51586
"VUT",2017,0,0,0
"NIC",2006,0.02097,0.02097,0.02097
"SLV",2013,0,0,0
"WPR",2007,0.55321,0.2599,1.0196
"COM",2011,9.28066,4.34095,14.37005
"TLS",2003,14.49559,6.95789,23.54084
"UZB",2012,0,0,0
"SLV",2005,0,0,0
"SLE",2014,154.65975,141.67328,168.64966
"BEN",2005,158.92206,149.47497,169.11682
"MWI",2023,34.94992,30.10735,43.56894
"DOM",2012,0.14422,0.14422,0.14422
"KAZ",2017,0,0,0
"MAR",2017,0,0,0
"GNB",2015,46.90852,41.42279,53.84963
"AFG",2016,1.31011,0.56361,2.27693
"UZB",2017,0,0,0
"BWA",2001,2.55464,2.55464,2.55464
"PAN",2018,0,0,0
"CIV",2009,151.6142,140.90411,163.01527
"NER",2014,159.75305,145.21821,176.50479
"IRN",2017,0,0,0
"MEX",2008,0,0,0
"TCD",2015,89.03014,78.31035,100.70956
"HTI",2023,0.57708,0.23083,1.06761
"CHN",2022,0,0,0
"RWA",2002,64.10577,61.30821,67.03428
"DOM",2008,0.20861,0.20861,0.20861
"MRT",2011,18.89911,18.29959,19.52717
"ETH",2007,22.00488,5.29458,72.1381
"KOR",2006,0,0,0
"SUR",2014,1.17672,NA,NA
"BLZ",2003,0,0,0
"THA",2022,0,0,0
"BDI",2010,50.13628,46.91544,53.83704
"SSD",2006,101.12172,86.72949,117.74549
"SUR",2007,1.27501,1.27501,1.27501
"IND",2023,0.25757,0.12257,0.43357
"GMB",2021,24.02942,22.67073,25.81513
"AGO",2010,52.30776,42.80768,64.54663
"MOZ",2012,95.74389,85.2746,108.11146
"SSD",2017,76.25386,46.41709,123.93859
"MLI",2014,121.45215,110.83077,133.3389
"ETH",2014,32.80171,6.6143,79.74615
"NIC",2005,0.12763,0.12763,0.12763
"MLI",2005,154.7939,145.77509,164.27048
"SYR",2018,0,0,0
"VUT",2005,16.60657,7.1171,30.36629
"LAO",2013,3.63357,1.59877,6.33695
"DOM",2007,0.3264,0.3264,0.3264
"LKA",2022,0,0,0
"EUR",2008,0,0,0
"EUR",2007,0,0,0
"BLZ",2006,0.50343,0.50343,0.50343
"MAR",2014,0,0,0
"ZMB",2000,146.21221,138.55571,154.7272
"PAN",2007,0.04342,0.04342,0.04342
"ERI",2009,1.41972,0.55404,2.5278
"SAU",2019,0,0,0
"SSD",2015,66.51325,44.89735,97.64542
"DZA",2001,0.05434,0.05434,0.05434
"ZAF",2015,1.93923,NA,NA
"ARM",2014,0,0,0
"CPV",2016,0.75039,0.75039,0.75039
"DZA",2020,0,0,0
"CRI",2003,0,0,0
"GNQ",2023,40.9732,34.80287,52.71985
"GUF",2015,0,0,0
"IRN",2012,0,0,0
"ARM",2002,0,0,0
"EMR",2008,1.69354,1.06029,2.50303
"COD",2014,76.72642,60.61592,96.48326
"BWA",2000,3.2372,3.2372,3.2372
"EGY",2005,0,0,0
"SOM",2014,12.04694,5.10514,22.02502
"CPV",2004,3.20935,3.20935,3.20935
"VEN",2012,0.37897,0.19625,0.58199
"IRN",2013,0,0,0
"ARE",2016,0,0,0
"MOZ",2010,103.69475,94.98142,113.50812
"SUR",2009,0,0,0
"VNM",2002,0.16881,0.08096,0.25493
"PAN",2011,0,0,0
"WPR",2002,0.68512,0.36576,1.17267
"AFR",2004,119.03513,112.20211,125.09959
"SLB",2016,15.70711,7.9298,24.39939
"BOL",2020,0.11193,0.03731,0.2052
"ARM",2018,0,0,0
"ZWE",2010,26.71787,9.52692,53.57883
"GUY",2001,6.80204,3.27021,11.11871
"UGA",2006,95.71437,90.88351,100.76404
"NIC",2000,0.0905,0.0905,0.0905
"VNM",2023,0,0,0
"BTN",2012,0.1884,0.1884,0.1884
"IRQ",2020,0,0,0
"NGA",2006,159.71442,149.50361,170.30969
"LBR",2011,71.75722,67.13766,76.99273
"WPR",2022,0.47292,0.21689,0.82371
"NPL",2016,0.03695,0.03695,0.03695
"PAK",2009,0.5233,0.17688,1.31717
"YEM",2013,9.46626,3.96446,17.75587
"CMR",2009,69.47797,64.96818,74.37504
"BDI",2008,58.02035,54.31692,62.19405
"GUF",2010,0.77054,0.77054,0.77054
"SUR",2005,1.30375,1.30375,1.30375
"GTM",2015,0.00829,0.00829,0.00829
"COG",2019,39.7033,34.50449,48.48076
"HTI",2004,2.47469,0.92958,4.99962
"AMR",2001,0.67296,0.56036,0.84557
"GMB",2015,29.84902,28.3206,31.64715
"NAM",2022,1.22075,NA,NA
"IRQ",2007,0,0,0
"TGO",2006,107.37575,100.70428,114.54634
"CHN",2010,0.00336,0.00336,0.00336
"PNG",2023,29.64493,12.51223,52.5916
"AGO",2014,42.76388,32.81571,57.1082
"PRK",2011,0,0,0
"ECU",2018,0,0,0
"BTN",2017,0,0,0
"SLV",2020,0,0,0
"TGO",2010,60.05118,56.35276,64.18072
"SAU",2018,0,0,0
"PRK",2013,0,0,0
"EUR",2018,0,0,0
"RWA",2012,27.28557,26.4176,28.26457
"TKM",2017,0,0,0
"GMB",2007,27.80652,26.9004,28.88253
"LKA",2020,0,0,0
"UGA",2018,36.69841,33.25327,41.16602
"GNB",2001,124.31884,115.12179,134.78446
"HTI",2012,1.85627,0.7225,3.65696
"NPL",2013,0,0,0.01248
"ETH",2013,39.1644,14.03926,74.38606
"AMR",2005,0.51812,0.40527,0.69125
"MOZ",2003,190.93489,177.42436,205.96146
"RWA",2017,25.46291,24.28279,27.061
"TZA",2022,39.40393,36.73208,42.80516
"SSD",2022,60.79206,33.39004,121.62108
"TLS",2021,0,0,0
"ARG",2010,0,0,0
"COG",2018,40.725,35.43604,49.24206
"CMR",2015,53.65627,49.76846,57.77264
"BFA",2009,242.9398,222.22632,264.91329
"PRY",2022,0,0,0
"SOM",2020,14.26324,5.8194,26.55681
"GLOBAL",2012,16.59311,15.809,17.69444
"UGA",2012,65.44752,61.66156,69.6208
"PRY",2010,0,0,0
"RWA",2007,32.00022,31.08922,32.995
"SAU",2013,0,0,0
"IRQ",2009,0,0,0
"KGZ",2003,0,0,0
"WPR",2019,0.3724,0.17984,0.62873
"TJK",2001,0,0,0
"GNQ",2021,45.20163,37.52588,59.9277
"KOR",2014,0,0,0
"UZB",2003,0,0,0
"HTI",2005,2.48285,0.91409,4.95336
"PRK",2008,0,0,0
"GUY",2002,5.49989,2.61899,9.03553
"PAK",2013,0.56142,0.22409,1.25636
"SSD",2007,90.29911,76.45921,106.52315
"DZA",2005,0,0,0
"ECU",2014,0,0,0
"SAU",2022,0,0,0
"GTM",2003,0,0,0
"GIN",2013,118.55031,109.43655,128.56651
"BTN",2006,1.41018,1.41018,1.41018
"VUT",2010,11.33278,5.03679,20.14716
"COD",2010,124.1529,105.497,145.39208
"DOM",2006,0.19435,0.19435,0.19435
"CPV",2021,0,0,0
"GTM",2022,0,0,0
"COL",2020,0.04461,0.04461,0.04461
"PHL",2015,0.10307,0.04254,0.18324
"AZE",2003,0,0,0
"GUY",2004,6.68924,3.27904,10.88642
"ZMB",2016,46.88307,44.30538,49.79774
"COM",2004,15.32622,5.33835,30.65245
"VEN",2010,0.36789,0.18047,0.58307
"TGO",2004,118.10744,111.06804,125.7437
"OMN",2022,0,0,0
"LKA",2007,0.02122,0.02122,0.02122
"TUR",2003,0,0,0
"SLV",2016,0,0,0
"KOR",2001,0,0,0
"YEM",2008,8.42043,2.98829,22.44686
"SLE",2011,219.29622,203.67134,235.57866
"OMN",2023,0,0,0
"COM",2010,14.04932,6.56653,21.53211
"KGZ",2018,0,0,0
"LKA",2003,0.08717,0.08717,0.08717
"GNB",2013,50.64939,45.28374,57.31223
"EMR",2014,1.56231,0.99756,2.24989
"BTN",2004,1.45409,1.45409,1.45409
"YEM",2000,20.84572,6.27826,100.23203
"KGZ",2017,0,0,0
"SAU",2021,0,0,0
"COL",2009,0.28568,0.28568,0.28568
"AFR",2011,78.58167,75.0785,83.45516
"PER",2011,0.16508,0.0782,0.25197
"COG",2022,37.0499,32.36067,46.64377
"PRY",2007,0,0,0
"PAK",2016,0.38998,0.18389,0.76242
"NAM",2009,4.12388,4.12388,4.12388
"HND",2008,0.02756,0.02756,0.02756
"BFA",2017,86.12471,69.6829,107.49252
"GNB",2019,42.99445,37.20087,51.32907
"ECU",2009,0.07141,0.07141,0.07141
"COL",2010,0.42368,0.42368,0.42368
"LAO",2009,3.69486,1.47795,6.74313
"TLS",2010,19.01679,8.3321,32.64223
"COD",2015,74.58827,57.50801,95.83494
"KGZ",2007,0,0,0
"MLI",2019,66.36478,57.47457,77.82281
"MMR",2022,0.99284,0.42703,4.45442
"KAZ",2016,0,0,0
"GEO",2019,0,0,0
"MLI",2011,134.48865,124.95546,144.88998
"BEN",2021,82.86479,64.05508,106.39347
"LBR",2005,120.23578,112.99558,128.14244
"SUR",2004,9.22193,9.22193,9.22193
"AFG",2018,1.02931,0.44415,1.74137
"SAU",2004,0,0,0
"ZMB",2023,41.13595,36.56624,48.63464
"TZA",2010,47.85238,46.29731,49.52804
"MAR",2016,0,0,0
"SSD",2009,75.9448,61.54558,92.94069
"GNB",2009,56.21154,52.0186,61.32168
"EMR",2009,1.60843,1.00899,2.51251
"SOM",2019,14.52813,6.03831,26.86066
"MLI",2012,137.86611,127.4573,149.27141
"BDI",2002,158.30585,145.87899,172.1098
"IND",2009,2.80178,1.27537,4.88321
"TZA",2003,89.30816,85.53082,93.21769
"BRA",2005,0.32807,0.32807,0.32807
"SWZ",2020,0.59887,0.59887,0.59887
"KGZ",2009,0,0,0
"DOM",2013,0.08905,0.08905,0.08905
"DOM",2005,0.31488,0.31488,0.31488
"MWI",2021,37.19212,31.51541,46.88434
"GIN",2021,75.71562,65.34384,89.52254
"PNG",2002,44.48006,11.07317,96.4407
"SSD",2023,58.09268,31.66273,119.51191
"DJI",2003,0.65566,0.16391,1.31132
"MEX",2007,0,0,0
"COD",2022,68.38484,43.31068,111.64806
"MYS",2001,4.8881,4.8881,4.8881
"VEN",2023,0.8339,0.43108,1.26516
"ARG",2014,0,0,0
"TLS",2020,0,0,0
"GAB",2016,18.90201,16.9023,21.71112
"YEM",2021,11.09393,4.39647,21.69895
"THA",2006,0.89456,0.89456,0.89456
"IND",2002,2.65884,1.28284,4.33363
"NIC",2020,0,0,0
"HND",2009,0.01348,0.01348,0.01348
"MOZ",2006,131.38927,121.54662,142.11227
"CRI",2010,0,0,0
"EUR",2015,0,0,0
"TUR",2011,0,0,0
"YEM",2015,6.63162,2.80709,12.47081
"SOM",2013,10.40437,4.31249,18.5169
"MLI",2010,124.83382,116.46139,133.8773
"GEO",2020,0,0,0
"AMR",2020,0.27569,0.19332,0.36803
"GIN",2012,132.56324,122.65602,143.17548
"STP",2000,176.36684,176.36684,176.36684
"CMR",2004,124.897,116.55287,133.72877
"SUR",2000,34.09091,34.09091,34.09091
"BFA",2006,228.25705,211.78235,245.97708
"AFR",2021,55.95554,51.89061,66.94306
"PNG",2009,45.60897,13.60978,96.48396
"UGA",2015,41.99678,39.19647,45.33265
"AFG",2009,0.65548,0.24993,1.31567
"KHM",2003,11.4387,5.22389,19.18299
"YEM",2011,11.34989,4.53996,23.05479
"BDI",2007,68.10936,63.42906,73.30424
"RWA",2008,30.67032,29.81355,31.57808
"AMR",2003,0.57394,0.4628,0.74991
"IND",2000,2.99578,1.43495,4.92359
"GMB",2014,28.59746,27.25767,30.12204
"DOM",2019,0.06666,NA,NA
"VNM",2017,0.00998,0.00428,0.01568
"MMR",2006,4.90239,2.07763,9.3869
"COL",2008,0.5574,0.5574,0.5574
"ARM",2010,0,0,0
"BEN",2016,96.1203,87.52897,105.73746
"LBR",2021,74.19206,57.15517,101.26779
"THA",2020,0.02207,0.02207,0.02207
"RWA",2011,28.15467,27.31297,29.10041
"AZE",2000,0,0,0
"BRA",2018,0.13384,0.13384,0.13384
"ETH",2008,18.61966,5.3686,54.0935
"CMR",2016,51.67527,47.71851,55.91758
"GUF",2013,2.14113,NA,NA
"SLB",2006,112.80582,43.14977,225.62192
"PAK",2019,0.23975,0.1234,0.39224
"GLOBAL",2004,25.06917,23.74512,26.61143
"IRQ",2017,0,0,0
"PER",2005,0.72483,0.37148,1.12349
"DJI",2001,0.69154,0.17288,1.38307
"DZA",2022,0,0,0
"WPR",2001,0.82194,0.45591,1.36731
"GNB",2017,45.54969,39.52967,53.38104
"LAO",2019,0.29209,0.13277,0.50451
"DJI",2010,0.28669,0.14335,0.43004
"KAZ",2011,0,0,0
"KHM",2000,17.8444,7.27509,32.9377
"SEAR",2019,0.4162,0.24154,0.6155
"HND",2013,0.01242,0.01242,0.01242
"BTN",2014,0,0,0
"KHM",2021,0.08281,0.03313,0.12422
"DJI",2006,4.51887,4.51887,4.51887
"LKA",2004,0.02164,0.02164,0.02164
"NAM",2001,117.22956,117.22956,117.22956
"GHA",2003,78.59432,75.80504,81.65113
"MRT",2019,10.54232,2.84262,24.93504
"VNM",2018,0.00141,0.00141,0.00141
"MMR",2019,0.2115,0.10466,0.34014
"KGZ",2020,0,0,0
"MEX",2006,0,0,0
"UZB",2004,0,0,0
"GHA",2019,35.56102,34.00627,37.50287
"AMR",2012,0.30669,0.2201,0.43153
"SSD",2012,61.74091,46.71707,80.97648
"BEN",2023,70.35629,55.55227,89.75972
"ARG",2005,0,0,0
"PAK",2018,0.22905,0.1143,0.38414
"IRN",2010,0,0,0
"BTN",2003,2.96692,2.96692,2.96692
"BWA",2013,0.49323,0.49323,0.49323
"AZE",2001,0,0,0
"AFG",2008,0.96837,0.35214,2.02001
"COG",2016,39.65506,35.30852,45.87809
"SUR",2006,1.28962,1.28962,1.28962
"MWI",2005,91.44838,87.02471,96.07453
"MDG",2005,8.54919,0.3236,22.59494
"UGA",2011,70.5661,66.68649,74.86836
"WPR",2010,0.48998,0.24277,0.88559
"CMR",2012,58.00708,54.18671,62.14941
"STP",2018,0,0,0
"DJI",2013,2.30184,NA,NA
"NIC",2012,0.03851,NA,NA
"MDG",2011,9.16209,3.50534,17.51368
"NER",2018,148.43112,131.52542,168.32053
"UZB",2014,0,0,0
"MWI",2015,42.96604,40.07471,46.11489
"ECU",2011,0,0,0
"MMR",2013,2.66948,1.21714,4.74986
"IND",2003,2.66516,1.30094,4.33646
"KOR",2011,0.05816,0.05816,0.05816
"MRT",2004,21.61286,20.88081,22.44948
"GNB",2003,73.09642,68.3952,78.32843
"SEN",2023,16.98237,6.46644,34.38515
"TLS",2018,0,0,0
"BGD",2007,1.64902,0.6709,3.04097
"VUT",2021,0,0,0
"AGO",2008,69.69387,58.59946,83.40186
"PHL",2005,0.32692,0.1429,0.57945
"PHL",2008,0.26765,0.10966,0.48698
"SWZ",2004,9.3183,9.3183,9.3183
"OMN",2010,0,0,0
"EGY",2010,0,0,0
"COL",2000,1.43284,1.43284,1.43284
"TJK",2008,0,0,0
"DJI",2000,0.71374,0.17844,1.42748
"THA",2021,0,0,0
"MWI",2002,139.03525,132.36883,145.87002
"SLB",2023,30.93415,15.78273,48.10576
"BTN",2021,0,0,0
"MEX",2003,0,0,0
"BFA",2018,81.23968,64.41831,104.1917
"MAR",2005,0,0,0
"KEN",2003,37.65576,36.25615,39.14154
"DOM",2003,0.24259,0.24259,0.24259
"BLZ",2019,0,0,0
"MOZ",2017,70.3569,56.33629,91.78314
"KEN",2004,32.50613,31.41721,33.68723
"SLE",2003,247.65885,232.67098,263.07114
"NER",2007,126.48943,117.93053,135.63601
"THA",2015,0.24653,0.24653,0.24653
"SEN",2009,8.41345,3.4205,15.16549
"PRK",2019,0,0,0
"COL",2018,0.08292,0.08292,0.08292
"GHA",2004,71.40473,68.9034,74.12557
"BOL",2010,0.21648,0.08659,0.34636
"GIN",2023,70.72314,58.44309,87.31424
"BLZ",2012,0,0,0
"GHA",2017,38.39597,36.8764,40.24546
"EGY",2019,0,0,0
"CRI",2013,0,0,0
"SEN",2001,34.87732,34.02546,35.79772
"BOL",2005,0.28257,0.11774,0.4945
"AMR",2010,0.36182,0.25438,0.52873
"VEN",2015,0.98123,0.5037,1.49146
"LAO",2017,0.57506,0.24645,1.0132
"ZAF",2019,1.32577,NA,NA
"CIV",2016,37.57685,34.63335,40.77431
"GNB",2010,55.79865,51.13813,61.41683
"SSD",2011,66.45536,51.38942,85.19544
"PNG",2013,41.57685,15.46485,81.15526
"KOR",2022,0,0,0
"GUY",2020,3.09605,1.4861,4.82984
"AMR",2004,0.54719,0.43516,0.71649
"LBR",2006,95.62316,89.92244,101.83953
"BRA",2004,0.27506,0.27506,0.27506
"MYS",2002,3.9415,3.9415,3.9415
"GUY",2016,3.27419,1.44064,5.6316
"WPR",2003,0.74558,0.40442,1.26815
"NER",2020,150.49575,124.99572,181.75944
"DOM",2004,0.31903,0.31903,0.31903
"ZAF",2000,8.99073,8.99073,8.99073
"GNQ",2006,60.18117,55.73826,65.53285
"ERI",2015,4.12166,1.64222,7.59931
"BRA",2003,0.28364,0.28364,0.28364
"GNQ",2009,49.13386,45.17145,53.88875
"MYS",2020,0,0,0
"ETH",2005,31.16727,8.4312,98.22264
"GEO",2001,0,0,0
"LBR",2019,87.37598,74.13179,105.95354
"NIC",2002,0.17653,0.17653,0.17653
"ARM",2013,0,0,0
"PAN",2015,0,0,0
"MWI",2014,46.54804,43.949,49.42984
"SLV",2011,0,0,0
"MDG",2019,17.73239,7.26801,31.85088
"NAM",2011,2.11312,NA,NA
"BGD",2018,0.14754,0.06809,0.23833
"TUR",2005,0,0,0
"BOL",2019,0.07554,0.01889,0.15109
"NAM",2013,1.17454,NA,NA
"MMR",2003,6.96037,3.10874,12.97895
"GMB",2011,33.52181,31.85832,35.38693
"GMB",2022,23.74387,22.30255,25.67827
"BTN",2007,0.39825,0.39825,0.39825
"TUR",2009,0,0,0
"DJI",2017,3.28679,1.51698,4.80377
"BWA",2008,0.92822,0.92822,0.92822
"VEN",2006,0.24243,0.11754,0.37466
